ArrayList scenario: 1;;
"Insert [%]:	20";;
"RemoveAt [%]:	20";;
"At [%]:		50";;
GetIndexOf [%]:10;;
302;getIndexOf;
3;at;
3;at;
11;removeAt;
45;getIndexOf;
215;getIndexOf;
3;at;
3;at;
3;at;
3;at;
3;at;
13;insert;
3;at;
3;at;
3;at;
11;insert;
257;getIndexOf;
32;removeAt;
11;removeAt;
11;insert;
11;removeAt;
11;insert;
11;insert;
13;getIndexOf;
3;at;
4;at;
3;removeAt;
20;getIndexOf;
11;insert;
11;removeAt;
11;insert;
3;at;
4;at;
39;insert;
11;insert;
3;at;
11;insert;
3;at;
3;at;
3;at;
3;at;
11;removeAt;
11;insert;
11;insert;
3;at;
13;insert;
3;at;
3;at;
10;getIndexOf;
11;removeAt;
3;at;
11;removeAt;
11;insert;
3;at;
3;at;
3;at;
11;removeAt;
11;removeAt;
11;insert;
11;insert;
3;at;
11;insert;
11;insert;
3;at;
3;at;
3;at;
151;getIndexOf;
11;insert;
11;removeAt;
12;removeAt;
3;at;
11;removeAt;
11;removeAt;
3;at;
3;at;
3;at;
4;at;
11;removeAt;
3;at;
3;at;
11;removeAt;
3;at;
122;getIndexOf;
11;removeAt;
3;at;
11;removeAt;
3;at;
11;removeAt;
11;insert;
3;at;
11;insert;
47;getIndexOf;
12;removeAt;
3;at;
3;at;
3;at;
3;at;
11;insert;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
11;removeAt;
3;at;
3;at;
3;at;
11;removeAt;
11;insert;
11;removeAt;
3;at;
11;insert;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
13;insert;
3;at;
11;insert;
3;at;
3;at;
99;getIndexOf;
3;at;
3;at;
3;at;
11;insert;
11;removeAt;
3;at;
3;at;
3;at;
3;at;
4;at;
17;getIndexOf;
11;removeAt;
11;insert;
11;removeAt;
299;getIndexOf;
3;at;
3;at;
11;insert;
3;at;
11;removeAt;
3;at;
11;removeAt;
3;at;
11;removeAt;
3;at;
3;at;
3;at;
54;getIndexOf;
11;insert;
11;insert;
4;at;
4;at;
11;removeAt;
11;insert;
11;removeAt;
3;at;
3;at;
3;at;
11;insert;
11;removeAt;
3;at;
3;at;
3;at;
11;removeAt;
3;at;
3;at;
3;at;
3;at;
11;insert;
11;insert;
11;removeAt;
3;at;
11;insert;
11;insert;
11;removeAt;
3;at;
3;at;
3;at;
3;at;
11;insert;
3;at;
69;getIndexOf;
3;at;
11;removeAt;
3;at;
3;at;
11;removeAt;
13;insert;
11;removeAt;
11;insert;
22;getIndexOf;
3;at;
11;removeAt;
11;removeAt;
11;insert;
11;removeAt;
11;removeAt;
11;insert;
11;removeAt;
11;removeAt;
7;at;
327;getIndexOf;
160;getIndexOf;
12;insert;
3;at;
3;at;
3;at;
3;at;
11;insert;
12;removeAt;
3;at;
11;insert;
11;removeAt;
3;at;
11;removeAt;
3;at;
25;getIndexOf;
335;getIndexOf;
11;removeAt;
3;at;
11;removeAt;
11;insert;
12;insert;
11;removeAt;
11;insert;
11;insert;
11;removeAt;
3;at;
11;removeAt;
11;insert;
3;at;
3;at;
11;removeAt;
12;insert;
3;at;
11;insert;
11;insert;
3;at;
3;at;
3;at;
52;getIndexOf;
11;removeAt;
3;at;
3;at;
3;at;
5;at;
26;insert;
3;at;
15;removeAt;
3;at;
17;at;
11;insert;
25;at;
3;at;
480;getIndexOf;
12;removeAt;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
13;insert;
3;at;
174;getIndexOf;
3;at;
12;insert;
12;insert;
3;at;
3;at;
3;at;
3;at;
11;removeAt;
12;insert;
98;getIndexOf;
31;removeAt;
12;insert;
11;insert;
3;at;
3;at;
11;insert;
3;at;
11;removeAt;
3;at;
3;at;
3;at;
11;insert;
3;at;
418;getIndexOf;
12;insert;
3;at;
11;removeAt;
39;getIndexOf;
3;at;
3;at;
11;removeAt;
11;removeAt;
11;removeAt;
4;at;
12;insert;
363;getIndexOf;
11;insert;
11;insert;
306;getIndexOf;
12;removeAt;
3;at;
11;removeAt;
3;at;
3;at;
11;insert;
3;at;
11;removeAt;
3;at;
11;removeAt;
3;at;
3;at;
14;insert;
30;insert;
267;getIndexOf;
3;at;
3;at;
3;at;
3;at;
12;insert;
3;at;
3;at;
3;at;
3;at;
12;insert;
3;at;
3;at;
3;at;
3;at;
12;removeAt;
98;getIndexOf;
11;insert;
3;at;
3;at;
3;at;
11;insert;
3;at;
11;insert;
3;at;
11;insert;
11;insert;
11;removeAt;
11;insert;
3;at;
3;at;
7;at;
3;at;
26;removeAt;
3;at;
13;removeAt;
11;insert;
25;getIndexOf;
11;removeAt;
3;at;
11;insert;
3;at;
119;getIndexOf;
21;removeAt;
27;insert;
12;insert;
11;insert;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
11;removeAt;
11;removeAt;
11;insert;
3;at;
11;removeAt;
12;insert;
3;at;
3;at;
3;at;
13;removeAt;
3;at;
3;at;
11;insert;
3;at;
11;insert;
18;insert;
52;insert;
4;at;
66;getIndexOf;
12;insert;
3;at;
11;removeAt;
4;at;
11;removeAt;
11;removeAt;
3;at;
95;getIndexOf;
83;getIndexOf;
11;insert;
11;insert;
11;removeAt;
3;at;
3;at;
3;at;
2;getIndexOf;
3;at;
11;insert;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
11;insert;
61;getIndexOf;
11;removeAt;
3;at;
14;insert;
3;at;
11;removeAt;
3;at;
11;removeAt;
3;at;
80;getIndexOf;
3;at;
11;insert;
11;insert;
65;getIndexOf;
11;insert;
3;at;
11;insert;
3;at;
3;at;
11;insert;
11;removeAt;
12;removeAt;
11;removeAt;
11;insert;
11;insert;
145;getIndexOf;
408;getIndexOf;
12;insert;
11;insert;
3;at;
3;at;
11;removeAt;
237;getIndexOf;
11;removeAt;
11;removeAt;
3;at;
3;at;
3;at;
13;insert;
79;getIndexOf;
77;getIndexOf;
12;insert;
3;at;
12;insert;
3;at;
3;at;
26;insert;
93;getIndexOf;
3;at;
3;at;
26;insert;
3;at;
80;getIndexOf;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
11;insert;
11;removeAt;
279;getIndexOf;
3;at;
3;at;
11;insert;
3;at;
3;at;
11;insert;
3;at;
3;at;
3;at;
13;insert;
11;insert;
3;at;
11;insert;
3;at;
3;at;
127;getIndexOf;
3;at;
12;insert;
3;at;
46;getIndexOf;
23;getIndexOf;
11;insert;
3;at;
3;at;
199;getIndexOf;
11;removeAt;
11;removeAt;
13;removeAt;
11;insert;
11;removeAt;
3;at;
3;at;
11;removeAt;
3;at;
3;at;
11;insert;
11;removeAt;
3;at;
11;insert;
3;at;
3;at;
3;at;
3;at;
628;getIndexOf;
27;getIndexOf;
47;getIndexOf;
3;at;
11;removeAt;
3;at;
198;getIndexOf;
11;removeAt;
3;at;
3;at;
12;removeAt;
3;at;
3;at;
3;at;
11;removeAt;
11;insert;
3;at;
3;at;
11;insert;
11;removeAt;
11;removeAt;
14;insert;
11;insert;
3;at;
3;at;
3;at;
11;insert;
3;at;
11;insert;
3;at;
3;at;
3;at;
3;at;
59;getIndexOf;
16;removeAt;
48;removeAt;
11;insert;
265;getIndexOf;
3;at;
3;at;
11;removeAt;
11;insert;
3;at;
3;at;
3;at;
3;at;
11;removeAt;
11;removeAt;
72;getIndexOf;
11;removeAt;
12;insert;
230;getIndexOf;
12;insert;
3;at;
3;at;
11;removeAt;
3;at;
3;at;
11;insert;
3;at;
11;insert;
3;at;
3;at;
11;removeAt;
11;insert;
3;at;
3;at;
3;at;
11;removeAt;
3;at;
11;removeAt;
3;at;
11;insert;
11;removeAt;
3;at;
3;at;
3;at;
11;removeAt;
11;insert;
7;at;
180;getIndexOf;
3;at;
11;insert;
3;at;
19;insert;
3;at;
3;at;
3;at;
11;removeAt;
11;insert;
3;at;
11;insert;
3;at;
3;at;
3;at;
3;at;
3;at;
12;getIndexOf;
3;at;
3;at;
13;insert;
11;insert;
3;at;
11;removeAt;
3;at;
11;insert;
11;removeAt;
3;at;
3;at;
3;at;
3;at;
62;getIndexOf;
11;insert;
11;removeAt;
3;at;
3;at;
3;at;
11;insert;
11;insert;
3;at;
11;removeAt;
3;at;
3;at;
11;removeAt;
11;removeAt;
3;at;
11;insert;
3;at;
91;getIndexOf;
3;at;
3;at;
3;at;
3;at;
3;at;
4;at;
529;getIndexOf;
33;removeAt;
11;removeAt;
33;removeAt;
3;at;
50;getIndexOf;
12;insert;
3;at;
28;insert;
11;removeAt;
11;insert;
3;at;
3;at;
3;at;
3;at;
12;removeAt;
3;at;
11;insert;
3;at;
3;at;
11;insert;
3;at;
11;insert;
11;removeAt;
3;at;
11;removeAt;
13;insert;
117;getIndexOf;
29;getIndexOf;
11;removeAt;
3;at;
23;insert;
3;at;
3;at;
3;at;
11;insert;
11;insert;
3;at;
11;insert;
3;at;
3;at;
11;insert;
3;at;
11;insert;
11;insert;
11;removeAt;
11;insert;
3;at;
3;at;
3;at;
3;at;
3;at;
11;removeAt;
12;removeAt;
14;removeAt;
32;at;
28;removeAt;
7;at;
3;at;
3;at;
3;at;
3;at;
72;getIndexOf;
3;at;
11;removeAt;
3;at;
3;at;
3;at;
3;at;
3;at;
13;insert;
26;getIndexOf;
11;removeAt;
3;at;
3;at;
11;removeAt;
11;insert;
11;removeAt;
3;at;
3;at;
3;at;
11;insert;
3;at;
6;getIndexOf;
11;removeAt;
3;at;
11;insert;
3;at;
3;at;
3;at;
13;insert;
11;insert;
83;getIndexOf;
11;insert;
3;at;
3;at;
11;insert;
3;at;
3;at;
3;at;
3;at;
12;insert;
3;at;
12;insert;
15;getIndexOf;
3;at;
4;at;
3;at;
3;at;
3;at;
3;at;
3;at;
12;insert;
3;at;
3;at;
3;at;
3;at;
3;at;
12;removeAt;
3;at;
11;removeAt;
11;insert;
12;insert;
3;at;
11;insert;
12;insert;
3;at;
11;insert;
3;at;
3;at;
16;at;
12;removeAt;
3;at;
3;at;
11;removeAt;
15;removeAt;
3;at;
3;at;
3;at;
3;at;
11;insert;
3;at;
3;at;
3;at;
11;insert;
3;at;
3;at;
3;at;
12;insert;
11;removeAt;
3;at;
3;at;
12;removeAt;
124;getIndexOf;
3;at;
11;insert;
12;removeAt;
133;getIndexOf;
3;at;
3;at;
3;at;
12;insert;
365;getIndexOf;
392;getIndexOf;
3;at;
3;at;
3;at;
3;at;
3;at;
5;at;
16;insert;
3;at;
12;insert;
12;insert;
3;at;
12;removeAt;
3;at;
12;removeAt;
3;at;
12;insert;
12;removeAt;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
12;insert;
242;getIndexOf;
3;at;
3;at;
12;removeAt;
3;at;
12;removeAt;
3;at;
12;removeAt;
3;at;
3;at;
12;removeAt;
3;at;
3;at;
3;at;
3;at;
3;at;
61;getIndexOf;
3;at;
12;removeAt;
3;at;
12;insert;
3;at;
3;at;
12;removeAt;
3;at;
3;at;
3;at;
86;getIndexOf;
12;removeAt;
13;insert;
3;at;
12;removeAt;
12;insert;
12;insert;
54;getIndexOf;
3;at;
11;removeAt;
3;at;
3;at;
3;at;
3;at;
55;getIndexOf;
3;at;
3;at;
3;at;
3;at;
3;at;
12;removeAt;
3;at;
12;removeAt;
12;insert;
3;at;
5;at;
3;at;
12;insert;
3;at;
3;at;
11;insert;
3;at;
3;at;
3;at;
12;insert;
26;insert;
10;at;
18;insert;
4;at;
5;at;
12;removeAt;
12;insert;
3;at;
3;at;
26;getIndexOf;
12;insert;
3;at;
3;at;
11;removeAt;
3;at;
12;insert;
218;getIndexOf;
3;at;
12;insert;
13;removeAt;
11;insert;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
3;at;
12;insert;
11;insert;
3;at;
3;at;
11;insert;
3;at;
12;insert;
12;insert;
4;at;
104;getIndexOf;
12;removeAt;
19;getIndexOf;
3;at;
11;removeAt;
3;at;
3;at;
3;at;
11;removeAt;
11;removeAt;
3;at;
3;at;
88;getIndexOf;
12;insert;
11;removeAt;
3;at;
3;at;
3;at;
3;at;
3;at;
11;removeAt;
12;insert;
94;getIndexOf;
3;at;
12;removeAt;
11;removeAt;
11;removeAt;
3;at;
11;insert;
3;at;
3;at;
11;insert;
11;removeAt;
3;at;
3;at;
